timestamp,machine_id,category,issue_description,severity,location
2025-01-22 02:49:46.920922,M151,Assembly Line,Spot welding machine misfire,Low,Jamesside
2025-01-15 17:18:58.461837,M634,Parts & Supply,Incorrect tire specifications received,Low,West Angelaburgh
2025-01-28 19:57:27.518940,M580,Parts & Supply,Incorrect tire specifications received,Low,North Marco
2025-01-05 10:46:55.912384,M328,Parts & Supply,Engine block casting defects,Medium,New Ericside
2025-02-14 02:41:03.830136,M837,Machinery & Equipment,Injection molding machine nozzle clog,Low,Toddfort
2025-02-17 13:23:13.547314,M870,Logistics & Storage,Inventory mismatch in parts database,Low,Hebertshire
2025-01-29 04:39:56.796792,M146,Logistics & Storage,Forklift fuel leakage,Low,Kimberlyburgh
2025-03-03 09:41:50.873605,M484,Parts & Supply,Incorrect tire specifications received,Low,Josephhaven
2025-01-03 13:22:29.576693,M602,Assembly Line,Paint sprayer clogging,Medium,Amandaton
2025-02-13 19:03:07.457456,M379,Machinery & Equipment,CNC machine overheating,High,Jeffreyport
2025-03-06 04:57:49.827821,M167,Assembly Line,Robotic arm calibration failure,High,Phillipton
2025-03-01 19:12:58.205352,M956,Parts & Supply,Defective windshield batch,Medium,Donaldbury
2025-01-10 01:37:45.024380,M122,Machinery & Equipment,Lathe machine spindle failure,High,Grahamton
2025-01-11 18:59:09.695428,M504,Logistics & Storage,Tire storage humidity too high,Medium,North Mary
2025-01-01 12:21:28.948257,M852,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Colleenfurt
2025-01-30 19:22:04.638326,M199,Logistics & Storage,Barcode scanner failure in warehouse,High,East Rhonda
2025-01-03 06:07:37.369544,M620,Machinery & Equipment,Injection molding machine nozzle clog,High,West Walterhaven
2025-02-03 10:39:45.698376,M830,Assembly Line,Spot welding machine misfire,Medium,Brittanyton
2025-01-13 14:14:07.602247,M353,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Richardsonfurt
2025-01-25 21:41:28.482919,M496,Assembly Line,Conveyor belt misalignment,Medium,Sarahville
2025-01-26 10:38:03.591042,M706,Logistics & Storage,Tire storage humidity too high,High,North Jerry
2025-03-05 21:53:43.531551,M962,Parts & Supply,Defective windshield batch,Medium,West Jennifer
2025-01-11 06:50:53.300366,M939,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Benjamin
2025-02-19 16:25:13.510058,M399,Logistics & Storage,Tire storage humidity too high,Low,Clarkton
2025-02-19 13:17:38.560593,M273,Logistics & Storage,Forklift fuel leakage,High,Port Savannah
2025-02-28 02:36:18.825706,M971,Logistics & Storage,Inventory mismatch in parts database,Low,Christopherview
2025-02-18 18:20:02.349512,M803,Assembly Line,Spot welding machine misfire,Low,New Robertburgh
2025-02-19 10:25:48.136833,M735,Parts & Supply,Incorrect tire specifications received,Low,Devinville
2025-01-02 03:39:13.964593,M606,Machinery & Equipment,Injection molding machine nozzle clog,Low,Whiteville
2025-02-16 19:52:10.141261,M788,Machinery & Equipment,Hydraulic press pressure loss,Low,Johnstonton
2025-02-26 16:29:22.505654,M832,Logistics & Storage,Tire storage humidity too high,Low,North Chris
2025-01-23 16:43:02.726141,M253,Parts & Supply,Defective windshield batch,Medium,South Brentburgh
2025-02-07 07:09:44.493027,M660,Parts & Supply,Defective windshield batch,Medium,Jonathanshire
2025-02-10 21:42:19.782584,M521,Assembly Line,Paint sprayer clogging,Medium,East Joseph
2025-01-19 06:45:06.387004,M772,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,North Maria
2025-01-17 17:23:03.914457,M399,Machinery & Equipment,Lathe machine spindle failure,High,New Kimberlyfurt
2025-02-01 22:53:16.466389,M684,Machinery & Equipment,Injection molding machine nozzle clog,Low,New Tammyfurt
2025-02-06 17:21:01.784925,M611,Sensor & Electrical,Battery pack overheating in EV assembly,High,Waynemouth
2025-01-01 01:16:24.019904,M559,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Wardport
2025-01-13 08:40:05.632988,M329,Logistics & Storage,Forklift fuel leakage,High,New Abigailmouth
2025-02-20 07:11:38.398401,M774,Machinery & Equipment,Hydraulic press pressure loss,Medium,Port Carlosmouth
2025-01-08 07:23:04.438955,M138,Assembly Line,Robotic arm calibration failure,High,Richardfurt
2025-02-18 05:55:59.015021,M391,Logistics & Storage,Tire storage humidity too high,Low,Lake Joshuafort
2025-03-02 11:35:27.931289,M329,Logistics & Storage,Barcode scanner failure in warehouse,High,East Antonioburgh
2025-02-04 08:13:31.080568,M717,Logistics & Storage,Inventory mismatch in parts database,Low,Shepardborough
2025-01-16 09:22:32.702888,M436,Logistics & Storage,Tire storage humidity too high,High,Elizabethside
2025-01-12 11:36:12.964323,M926,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Blackburnside
2025-01-30 01:49:22.737141,M568,Parts & Supply,Engine block casting defects,High,New Williamfort
2025-01-09 13:27:18.974230,M383,Assembly Line,Conveyor belt misalignment,Medium,Adrianstad
2025-02-25 18:22:13.837142,M968,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Michael
2025-02-15 06:53:02.899799,M547,Parts & Supply,Defective windshield batch,Medium,Millerhaven
2025-01-31 00:02:09.127841,M410,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Kellyfort
2025-01-02 14:02:44.055205,M616,Assembly Line,Robotic arm calibration failure,High,North Sarafort
2025-01-01 14:18:59.593797,M516,Machinery & Equipment,Injection molding machine nozzle clog,High,Zacharyhaven
2025-02-24 13:22:13.743675,M815,Machinery & Equipment,CNC machine overheating,High,Rhodesland
2025-01-26 16:58:04.056152,M199,Parts & Supply,Engine block casting defects,Medium,New Karentown
2025-02-23 14:54:46.271984,M224,Logistics & Storage,Barcode scanner failure in warehouse,High,Elizabethville
2025-01-01 00:46:10.393802,M631,Logistics & Storage,Barcode scanner failure in warehouse,High,Leeshire
2025-02-27 18:30:01.077590,M590,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Edward
2025-01-11 20:29:47.570246,M948,Assembly Line,Spot welding machine misfire,Low,Jodiborough
2025-03-01 14:24:11.420960,M763,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Lake Jack
2025-02-28 09:19:38.834821,M425,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Stevenport
2025-03-06 12:34:33.405869,M892,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Lancefurt
2025-03-03 13:55:38.378958,M568,Machinery & Equipment,Hydraulic press pressure loss,Medium,East Lancemouth
2025-01-19 16:43:25.966851,M351,Assembly Line,Robotic arm calibration failure,High,Kellyberg
2025-02-12 11:43:20.615735,M664,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Powellberg
2025-02-24 19:34:01.714411,M113,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Matthew
2025-01-25 04:42:13.539165,M944,Assembly Line,Paint sprayer clogging,Medium,Samuelshire
2025-02-22 12:49:07.651242,M616,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Ashley
2025-01-15 17:07:39.805697,M604,Machinery & Equipment,Hydraulic press pressure loss,High,Lake Edgar
2025-01-08 05:21:08.917555,M659,Logistics & Storage,Forklift fuel leakage,High,Derrickbury
2025-01-21 02:21:07.095700,M109,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Lake Larryville
2025-01-27 20:41:35.122455,M425,Machinery & Equipment,Lathe machine spindle failure,High,Ramosfort
2025-01-30 03:17:13.035433,M646,Sensor & Electrical,Battery pack overheating in EV assembly,High,Jonesshire
2025-01-17 20:57:01.338490,M294,Parts & Supply,Incorrect tire specifications received,Low,East William
2025-02-25 16:19:53.271984,M145,Logistics & Storage,Forklift fuel leakage,Medium,East Alex
2025-01-21 06:11:21.252724,M265,Machinery & Equipment,Lathe machine spindle failure,High,Smithhaven
2025-01-27 03:19:07.276814,M594,Machinery & Equipment,Hydraulic press pressure loss,High,Meganbury
2025-02-10 08:52:11.533795,M134,Logistics & Storage,Barcode scanner failure in warehouse,High,Mckayville
2025-01-24 07:57:21.776549,M638,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Mikaylaport
2025-01-05 03:43:15.524577,M912,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Courtneymouth
2025-01-13 03:17:26.504683,M895,Machinery & Equipment,CNC machine overheating,High,Stonehaven
2025-01-02 13:35:37.966150,M656,Logistics & Storage,Tire storage humidity too high,Low,Port Annaborough
2025-02-28 00:44:27.550897,M281,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Christy
2025-01-29 23:45:21.399451,M155,Logistics & Storage,Tire storage humidity too high,High,Brentshire
2025-01-05 04:21:54.930950,M511,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Harmonmouth
2025-02-10 21:51:21.947682,M550,Logistics & Storage,Inventory mismatch in parts database,Low,Paulatown
2025-02-10 01:48:19.178822,M606,Assembly Line,Spot welding machine misfire,Medium,North Kaitlin
2025-02-04 02:10:05.295772,M399,Sensor & Electrical,Battery pack overheating in EV assembly,High,Burnsfurt
2025-02-12 17:33:55.085234,M995,Parts & Supply,Delayed shipment of brake pads,Low,New Leroy
2025-02-20 16:45:30.377551,M453,Logistics & Storage,Barcode scanner failure in warehouse,High,Port Vincent
2025-02-01 12:24:01.653470,M844,Machinery & Equipment,Hydraulic press pressure loss,High,South Trevor
2025-02-23 06:54:43.403852,M763,Assembly Line,Robotic arm calibration failure,High,Williammouth
2025-03-04 23:32:31.141410,M749,Logistics & Storage,Barcode scanner failure in warehouse,High,Donaldville
2025-02-19 17:12:59.312707,M216,Logistics & Storage,Tire storage humidity too high,Medium,Jeremiahberg
2025-02-07 16:17:59.272579,M956,Logistics & Storage,Barcode scanner failure in warehouse,High,Rodriguezport
2025-01-10 20:40:23.474323,M714,Machinery & Equipment,Hydraulic press pressure loss,Low,Andreatown
2025-01-22 09:43:28.277594,M913,Logistics & Storage,Inventory mismatch in parts database,Low,New Dorothy
2025-01-12 00:30:55.611112,M404,Assembly Line,Robotic arm calibration failure,High,Lake Alexanderbury
2025-01-22 21:46:46.900216,M876,Logistics & Storage,Barcode scanner failure in warehouse,High,Crawfordport
2025-02-11 14:06:52.613987,M529,Assembly Line,Spot welding machine misfire,Medium,West Alicia
2025-01-28 07:50:36.839272,M345,Logistics & Storage,Tire storage humidity too high,Medium,North Matthew
2025-01-17 11:34:41.480243,M166,Assembly Line,Spot welding machine misfire,Low,Jacksonville
2025-01-16 07:42:03.893012,M641,Logistics & Storage,Barcode scanner failure in warehouse,High,East Kelly
2025-01-10 12:01:33.548672,M729,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Suzanne
2025-01-19 02:39:24.056728,M754,Assembly Line,Robotic arm calibration failure,High,Port Wayne
2025-02-16 09:31:49.692669,M366,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,North Tyrone
2025-01-16 18:44:01.258094,M611,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Kimberly
2025-03-05 12:20:38.619834,M911,Parts & Supply,Incorrect tire specifications received,Low,Lake Cristian
2025-02-21 04:52:59.948275,M478,Parts & Supply,Incorrect tire specifications received,Low,Whiteborough
2025-02-04 01:39:39.772458,M268,Logistics & Storage,Barcode scanner failure in warehouse,High,Greenport
2025-01-08 07:36:40.916320,M496,Machinery & Equipment,Lathe machine spindle failure,High,Lake Emily
2025-02-13 20:22:24.129922,M480,Logistics & Storage,Tire storage humidity too high,High,East Phillipburgh
2025-02-09 06:24:26.743762,M425,Parts & Supply,Engine block casting defects,Medium,North Alanville
2025-02-08 11:25:26.391007,M269,Logistics & Storage,Tire storage humidity too high,Low,Phillipshaven
2025-01-10 22:57:25.005990,M551,Parts & Supply,Incorrect tire specifications received,Low,West Brittneychester
2025-01-12 15:29:07.022675,M272,Parts & Supply,Engine block casting defects,Medium,Lake Ronnieton
2025-02-16 23:09:18.936466,M188,Parts & Supply,Defective windshield batch,Medium,Matthewmouth
2025-02-20 19:28:35.371324,M200,Logistics & Storage,Barcode scanner failure in warehouse,High,Port Judy
2025-01-27 17:36:52.236678,M488,Parts & Supply,Incorrect tire specifications received,Low,Walkershire
2025-01-29 12:50:54.217340,M473,Logistics & Storage,Inventory mismatch in parts database,Low,Lake Nicholastown
2025-01-08 05:36:57.545480,M350,Logistics & Storage,Forklift fuel leakage,Low,New Leeview
2025-02-23 16:09:10.525058,M304,Sensor & Electrical,Battery pack overheating in EV assembly,High,Hayesport
2025-02-01 21:28:15.402974,M147,Logistics & Storage,Forklift fuel leakage,High,Davidmouth
2025-02-11 05:17:26.447189,M527,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,North Sethburgh
2025-02-12 10:08:20.442877,M970,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Lake Zachary
2025-02-24 15:25:30.596067,M561,Parts & Supply,Defective windshield batch,Medium,North Tracihaven
2025-01-26 09:31:21.088593,M742,Sensor & Electrical,Battery pack overheating in EV assembly,High,South Lauraton
2025-02-26 23:34:11.156785,M619,Assembly Line,Conveyor belt misalignment,Medium,West Richard
2025-01-08 00:13:20.432621,M686,Assembly Line,Spot welding machine misfire,Medium,Richardsonville
2025-02-25 16:37:44.580414,M461,Assembly Line,Conveyor belt misalignment,Medium,North Samantha
2025-01-03 09:43:46.674303,M300,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Carrillostad
2025-01-05 22:49:21.967966,M159,Parts & Supply,Delayed shipment of brake pads,Low,Whitefurt
2025-01-16 23:25:30.286772,M975,Assembly Line,Spot welding machine misfire,Low,Rosston
2025-01-22 21:45:43.712293,M743,Logistics & Storage,Tire storage humidity too high,Medium,New Stacy
2025-02-11 09:35:29.721464,M672,Machinery & Equipment,Injection molding machine nozzle clog,Low,Andersenmouth
2025-02-06 02:59:15.924446,M245,Assembly Line,Robotic arm calibration failure,High,Fernandezmouth
2025-02-25 10:43:04.558486,M844,Machinery & Equipment,CNC machine overheating,High,Rhondamouth
2025-01-02 17:25:17.510755,M432,Machinery & Equipment,Lathe machine spindle failure,High,Kimberlychester
2025-02-04 00:33:00.717634,M321,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Lake Nicoleland
2025-02-08 21:40:52.357452,M642,Machinery & Equipment,CNC machine overheating,High,North Alison
2025-02-16 04:12:37.733510,M142,Logistics & Storage,Tire storage humidity too high,High,New Karlfurt
2025-02-10 02:37:40.336249,M242,Parts & Supply,Delayed shipment of brake pads,Low,Parrishport
2025-01-06 10:58:29.112864,M908,Machinery & Equipment,CNC machine overheating,High,Perezview
2025-02-25 09:42:45.773615,M828,Parts & Supply,Delayed shipment of brake pads,Low,Port Rachelbury
2025-01-23 04:59:43.545426,M949,Parts & Supply,Engine block casting defects,Low,Hansonshire
2025-01-05 09:01:07.523434,M808,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Stephanie
2025-01-13 08:24:57.094036,M778,Logistics & Storage,Inventory mismatch in parts database,Low,Nicholasfurt
2025-02-13 02:56:27.654168,M311,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Donaldside
2025-01-15 18:04:00.763931,M266,Machinery & Equipment,CNC machine overheating,High,Lake Ericashire
2025-01-12 09:23:26.708550,M433,Parts & Supply,Delayed shipment of brake pads,Low,Torresfort
2025-01-16 00:20:50.113793,M759,Assembly Line,Conveyor belt misalignment,Medium,Oliviaberg
2025-01-04 21:25:30.083499,M650,Parts & Supply,Defective windshield batch,Medium,North Scottville
2025-01-02 07:06:10.840190,M672,Logistics & Storage,Tire storage humidity too high,Low,Reedview
2025-02-10 20:42:28.237651,M923,Parts & Supply,Defective windshield batch,Medium,West Larry
2025-02-15 18:31:41.370802,M194,Assembly Line,Spot welding machine misfire,Low,Angelahaven
2025-02-05 19:58:19.070857,M798,Machinery & Equipment,Injection molding machine nozzle clog,High,Dylanburgh
2025-01-19 03:43:15.298024,M646,Machinery & Equipment,Injection molding machine nozzle clog,High,Lake Stephanie
2025-02-25 16:39:12.533595,M774,Parts & Supply,Defective windshield batch,Medium,Markbury
2025-03-04 17:56:12.074722,M729,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Walkerville
2025-01-04 10:23:23.289074,M373,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,South Kristopher
2025-01-14 08:18:28.990703,M929,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Kimport
2025-01-28 16:21:23.920835,M869,Machinery & Equipment,Lathe machine spindle failure,High,Lake Amy
2025-01-07 03:13:28.406546,M717,Machinery & Equipment,Injection molding machine nozzle clog,Low,North Nathan
2025-02-01 02:09:32.976533,M656,Assembly Line,Robotic arm calibration failure,High,Jacobsstad
2025-01-07 11:47:17.963809,M148,Parts & Supply,Incorrect tire specifications received,Low,West Derek
2025-01-07 01:43:27.990109,M296,Parts & Supply,Delayed shipment of brake pads,Low,Lake Christine
2025-02-09 07:52:23.822932,M182,Assembly Line,Paint sprayer clogging,Medium,South Kevinburgh
2025-03-04 08:38:41.909619,M754,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Jesse
2025-01-14 18:15:13.968100,M679,Parts & Supply,Engine block casting defects,Low,Smithland
2025-01-10 07:07:09.704441,M735,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Garciaport
2025-02-09 18:51:47.184016,M657,Machinery & Equipment,Injection molding machine nozzle clog,High,Jeremystad
2025-01-10 13:28:45.860365,M124,Assembly Line,Paint sprayer clogging,Medium,Jennifershire
2025-01-29 02:44:21.374708,M579,Machinery & Equipment,Hydraulic press pressure loss,Medium,Port Jane
2025-01-23 10:47:29.021633,M737,Machinery & Equipment,Hydraulic press pressure loss,Medium,Robertberg
2025-02-05 09:19:48.275101,M365,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Matthew
2025-01-21 20:21:53.073212,M643,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Jessica
2025-01-05 02:58:45.325809,M467,Parts & Supply,Incorrect tire specifications received,Low,Kellyfort
2025-02-24 04:18:58.380302,M629,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Sherry
2025-02-22 07:33:14.957930,M219,Parts & Supply,Engine block casting defects,Low,North Jared
2025-02-08 04:50:00.992725,M805,Logistics & Storage,Inventory mismatch in parts database,Low,Garciaport
2025-03-05 06:46:37.257402,M542,Machinery & Equipment,Injection molding machine nozzle clog,Low,East Robinburgh
2025-02-15 12:51:51.500641,M699,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,North Sonya
2025-01-15 22:26:35.973980,M234,Parts & Supply,Engine block casting defects,High,South Amanda
2025-01-14 17:22:33.990712,M742,Assembly Line,Paint sprayer clogging,Medium,South Ryan
2025-03-01 16:29:41.279747,M622,Assembly Line,Spot welding machine misfire,Low,Darlenefort
2025-02-13 10:24:47.877719,M486,Machinery & Equipment,Injection molding machine nozzle clog,Low,Robertsfurt
2025-01-12 17:40:50.796975,M190,Logistics & Storage,Forklift fuel leakage,Medium,Riveramouth
2025-02-27 07:24:06.324039,M486,Parts & Supply,Defective windshield batch,Medium,Lake Alice
2025-03-06 21:28:39.003691,M712,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,East Tara
2025-01-17 13:16:59.746704,M846,Logistics & Storage,Forklift fuel leakage,Low,Meganview
2025-01-24 20:35:17.289511,M382,Assembly Line,Paint sprayer clogging,Medium,West Michael
2025-02-02 04:22:34.226673,M785,Assembly Line,Conveyor belt misalignment,Medium,Emilyborough
2025-02-22 10:34:00.135342,M348,Assembly Line,Spot welding machine misfire,Low,South Yolanda
2025-02-16 08:45:52.281899,M614,Logistics & Storage,Barcode scanner failure in warehouse,High,South Lisa
2025-02-19 22:31:24.217096,M945,Logistics & Storage,Forklift fuel leakage,Medium,Sydneyview
2025-02-18 20:51:57.117153,M990,Logistics & Storage,Tire storage humidity too high,Medium,Port Alexisshire
2025-01-26 12:39:58.692168,M612,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Yolandatown
2025-02-16 16:34:55.871722,M650,Parts & Supply,Incorrect tire specifications received,Low,Jessicafurt
2025-02-19 09:00:24.279577,M122,Machinery & Equipment,Injection molding machine nozzle clog,Low,Edwardsmouth
2025-03-01 16:22:37.746548,M182,Logistics & Storage,Inventory mismatch in parts database,Low,Amandaport
2025-01-18 03:24:27.366331,M754,Sensor & Electrical,Battery pack overheating in EV assembly,High,North Kathleenfort
2025-02-04 04:53:34.915316,M857,Assembly Line,Paint sprayer clogging,Medium,Kellyshire
2025-02-04 22:26:07.918248,M872,Parts & Supply,Engine block casting defects,Low,Tommyton
2025-03-03 20:17:00.921122,M843,Machinery & Equipment,Lathe machine spindle failure,High,Edwinmouth
2025-02-23 07:07:22.424896,M273,Parts & Supply,Incorrect tire specifications received,Low,New Briannamouth
2025-01-30 07:37:22.254737,M630,Machinery & Equipment,Hydraulic press pressure loss,High,Port Peter
2025-01-27 03:20:03.250041,M723,Logistics & Storage,Tire storage humidity too high,Medium,Lake Chaseburgh
2025-02-22 06:02:26.041944,M556,Logistics & Storage,Barcode scanner failure in warehouse,High,Maryburgh
2025-01-27 01:18:50.916256,M130,Logistics & Storage,Tire storage humidity too high,High,South Jennifer
2025-02-20 00:51:54.419767,M867,Logistics & Storage,Forklift fuel leakage,Low,Ballland
2025-01-09 01:13:08.737998,M178,Parts & Supply,Engine block casting defects,High,Anthonymouth
2025-03-02 23:24:07.890731,M774,Machinery & Equipment,Injection molding machine nozzle clog,Low,Lake Patricia
2025-01-23 19:30:10.968971,M191,Assembly Line,Spot welding machine misfire,Low,North Shannonborough
2025-01-14 07:50:08.391198,M140,Assembly Line,Paint sprayer clogging,Medium,Roweville
2025-01-07 11:04:07.749882,M275,Assembly Line,Robotic arm calibration failure,High,Michaelhaven
2025-02-25 22:36:49.026889,M317,Sensor & Electrical,Faulty RFID scanner at inventory check,High,West Linda
2025-02-17 19:11:19.327709,M785,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Emily
2025-02-28 23:09:06.470109,M722,Parts & Supply,Engine block casting defects,Medium,Port Manuelmouth
2025-02-18 07:22:04.131735,M969,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Monica
2025-01-18 05:36:47.465590,M455,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Timothy
2025-02-13 03:06:52.169930,M397,Parts & Supply,Delayed shipment of brake pads,Low,West Sandra
2025-02-08 08:23:09.504679,M723,Machinery & Equipment,Hydraulic press pressure loss,High,East Rachelstad
2025-01-12 04:23:59.127826,M942,Assembly Line,Spot welding machine misfire,Low,Waltersborough
2025-01-31 08:17:12.375775,M571,Machinery & Equipment,Injection molding machine nozzle clog,Medium,New Linda
2025-01-04 22:08:35.786696,M561,Parts & Supply,Defective windshield batch,Medium,South Grant
2025-01-22 15:18:56.895293,M210,Machinery & Equipment,Lathe machine spindle failure,High,Millstown
2025-02-15 09:22:10.564888,M403,Logistics & Storage,Tire storage humidity too high,Low,Moorehaven
2025-02-23 03:48:20.389149,M302,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Micheleside
2025-01-02 04:23:45.922036,M653,Machinery & Equipment,CNC machine overheating,High,Newmanville
2025-01-01 11:19:50.961024,M195,Sensor & Electrical,Battery pack overheating in EV assembly,High,South Jodybury
2025-02-28 11:01:25.525149,M656,Assembly Line,Conveyor belt misalignment,Medium,Amandaburgh
2025-01-04 22:33:32.242450,M506,Machinery & Equipment,Hydraulic press pressure loss,Medium,Debbieberg
2025-01-24 19:41:21.816028,M471,Assembly Line,Conveyor belt misalignment,Medium,Colehaven
2025-02-08 14:03:51.055328,M665,Logistics & Storage,Inventory mismatch in parts database,Low,Elliottstad
2025-02-08 03:41:12.631545,M855,Assembly Line,Spot welding machine misfire,Medium,West Luis
2025-02-21 10:32:04.853941,M592,Logistics & Storage,Barcode scanner failure in warehouse,High,Bradhaven
2025-01-13 07:52:29.974409,M434,Sensor & Electrical,Faulty RFID scanner at inventory check,High,North Kristin
2025-01-11 23:48:37.099212,M653,Logistics & Storage,Barcode scanner failure in warehouse,High,Shepherdville
2025-02-21 01:33:31.569668,M463,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,West Becky
2025-01-08 00:37:35.011944,M555,Parts & Supply,Defective windshield batch,Medium,Dalefurt
2025-02-08 11:37:09.244031,M884,Logistics & Storage,Barcode scanner failure in warehouse,High,Perezborough
2025-02-24 08:41:21.999238,M963,Machinery & Equipment,CNC machine overheating,High,South James
2025-03-05 09:29:20.426636,M177,Parts & Supply,Engine block casting defects,Low,North Tiffanyport
2025-01-27 19:36:52.022578,M547,Assembly Line,Spot welding machine misfire,Low,East Katherine
2025-01-02 13:33:11.970430,M228,Parts & Supply,Engine block casting defects,High,Anthonyland
2025-01-21 16:40:56.496305,M325,Parts & Supply,Delayed shipment of brake pads,Low,Michaeltown
2025-01-25 13:27:05.956926,M776,Machinery & Equipment,CNC machine overheating,High,Melissamouth
2025-02-27 07:01:58.217890,M183,Logistics & Storage,Inventory mismatch in parts database,Low,Abbottville
2025-02-25 22:15:34.223083,M255,Parts & Supply,Defective windshield batch,Medium,Smithshire
2025-01-28 08:04:50.723649,M964,Logistics & Storage,Forklift fuel leakage,High,Evanshire
2025-01-25 02:23:50.904792,M277,Logistics & Storage,Forklift fuel leakage,High,Fosterborough
2025-03-03 18:20:11.833482,M231,Logistics & Storage,Forklift fuel leakage,Low,New Amanda
2025-02-24 14:44:52.219191,M830,Logistics & Storage,Inventory mismatch in parts database,Low,Cherylfort
2025-02-26 10:34:00.382601,M308,Parts & Supply,Incorrect tire specifications received,Low,Port Lisa
2025-01-01 14:11:33.408230,M623,Assembly Line,Robotic arm calibration failure,High,West Lisaview
2025-02-23 15:32:07.206523,M888,Parts & Supply,Delayed shipment of brake pads,Low,Lake Michelle
2025-02-09 18:46:59.338706,M696,Parts & Supply,Engine block casting defects,Medium,Rachaelhaven
2025-01-15 02:48:16.996146,M334,Logistics & Storage,Forklift fuel leakage,Medium,East Daniellebury
2025-02-10 11:50:14.702600,M496,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Patrickport
2025-02-24 08:12:12.175418,M209,Parts & Supply,Incorrect tire specifications received,Low,North Jennifer
2025-01-11 12:23:15.352911,M303,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,West Charlesberg
2025-01-07 17:32:12.357120,M709,Machinery & Equipment,Hydraulic press pressure loss,Medium,Lake Yvette
2025-03-05 17:47:47.209116,M669,Logistics & Storage,Forklift fuel leakage,Medium,Ellisonland
2025-01-30 18:17:44.069463,M974,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,West Crystalfort
2025-03-05 15:00:34.136042,M783,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Roberthaven
2025-01-31 08:04:23.357734,M418,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Smithmouth
2025-02-18 18:01:43.405165,M417,Parts & Supply,Delayed shipment of brake pads,Low,Gailton
2025-02-12 00:44:17.956525,M430,Assembly Line,Conveyor belt misalignment,Medium,North Heatherview
2025-02-06 14:43:25.248996,M752,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Samuelton
2025-01-04 11:02:26.908793,M752,Parts & Supply,Engine block casting defects,Medium,Lake Brittany
2025-02-08 08:34:08.943865,M832,Sensor & Electrical,Battery pack overheating in EV assembly,High,Hardinville
2025-02-08 04:03:00.265460,M413,Machinery & Equipment,Hydraulic press pressure loss,Low,Johnsonview
2025-01-20 19:59:59.109948,M953,Assembly Line,Paint sprayer clogging,Medium,Stephanietown
2025-02-12 07:54:44.818016,M180,Machinery & Equipment,Lathe machine spindle failure,High,Jasonmouth
2025-01-12 01:39:59.320461,M908,Assembly Line,Paint sprayer clogging,Medium,South Andrew
2025-01-23 00:17:28.201543,M362,Machinery & Equipment,CNC machine overheating,High,Wangville
